"","estado","genero","fecha","mes","casos"
"1263","Mexico","General","2009","feb",4571
"1264","Michoacan","General","2009","feb",1162
"1265","Morelos","General","2009","feb",953
"1266","Nayarit","General","2009","feb",378
"1267","Nuevo Leon","General","2009","feb",1577
"1268","Oaxaca","General","2009","feb",1063
"1269","Puebla","General","2009","feb",1670
"1270","Queretaro","General","2009","feb",347
"1271","Quintana Roo","General","2009","feb",226
"1272","San Luis Potosi","General","2009","feb",1046
"1273","Sinaloa","General","2009","feb",1256
"1274","Sonora","General","2009","feb",749
"1275","Tabasco","General","2009","feb",644
"1276","Tamaulipas","General","2009","feb",994
"1277","Tlaxcala","General","2009","feb",351
"1278","Veracruz","General","2009","feb",1827
"1279","Yucatan","General","2009","feb",746
"1280","Zacatecas","General","2009","feb",363
"1281","Aguscalientes","General","2010","feb",199
"1282","Baja California","General","2010","feb",1126
"1283","Baja California Sur","General","2010","feb",171
"1284","Campeche","General","2010","feb",169
"1285","Coahuila","General","2010","feb",1253
"1286","Colima","General","2010","feb",136
"1287","Chiapas","General","2010","feb",1015
"1288","Chihuahua","General","2010","feb",1556
"1289","Distrito Federal","General","2010","feb",2842
"1290","Durango","General","2010","feb",671
"1291","Guanajuato","General","2010","feb",1371
"1292","Guerrero","General","2010","feb",1093
"1293","Hidalgo","General","2010","feb",560
"1294","Jalisco","General","2010","feb",2530
"1295","Mexico","General","2010","feb",4519
"1296","Michoacan","General","2010","feb",1076
"1297","Morelos","General","2010","feb",869
"1298","Nayarit","General","2010","feb",309
"1299","Nuevo Leon","General","2010","feb",1435
"1300","Oaxaca","General","2010","feb",1104
"1301","Puebla","General","2010","feb",1412
"1302","Queretaro","General","2010","feb",438
"1303","Quintana Roo","General","2010","feb",247
"1304","San Luis Potosi","General","2010","feb",946
"1305","Sinaloa","General","2010","feb",1087
"1306","Sonora","General","2010","feb",823
"1307","Tabasco","General","2010","feb",687
"1308","Tamaulipas","General","2010","feb",1350
"1309","Tlaxcala","General","2010","feb",299
"1310","Veracruz","General","2010","feb",2134
"1311","Yucatan","General","2010","feb",660
"1312","Zacatecas","General","2010","feb",354
"1313","Aguscalientes","General","2011","feb",576
"1314","Baja California","General","2011","feb",1327
"1315","Baja California Sur","General","2011","feb",94
"1316","Campeche","General","2011","feb",227
"1317","Coahuila","General","2011","feb",811
"1318","Colima","General","2011","feb",166
"1319","Chiapas","General","2011","feb",1150
"1320","Chihuahua","General","2011","feb",1406
"1321","Distrito Federal","General","2011","feb",2930
"1322","Durango","General","2011","feb",963
"1323","Guanajuato","General","2011","feb",1354
"1324","Guerrero","General","2011","feb",1151
"1325","Hidalgo","General","2011","feb",616
"1326","Jalisco","General","2011","feb",2592
"1327","Mexico","General","2011","feb",4253
"1328","Michoacan","General","2011","feb",1168
"1329","Morelos","General","2011","feb",965
"1330","Nayarit","General","2011","feb",362
"1331","Nuevo Leon","General","2011","feb",1450
"1332","Oaxaca","General","2011","feb",1228
"1333","Puebla","General","2011","feb",1427
"1334","Queretaro","General","2011","feb",417
"1335","Quintana Roo","General","2011","feb",237
"1336","San Luis Potosi","General","2011","feb",1102
"1337","Sinaloa","General","2011","feb",1163
"1338","Sonora","General","2011","feb",787
"1339","Tabasco","General","2011","feb",691
"1340","Tamaulipas","General","2011","feb",1008
"1341","Tlaxcala","General","2011","feb",307
"1342","Veracruz","General","2011","feb",2379
"1343","Yucatan","General","2011","feb",641
"1344","Zacatecas","General","2011","feb",459
"1345","Aguscalientes","General","2012","feb",722
"1346","Baja California","General","2012","feb",1190
"1347","Baja California Sur","General","2012","feb",177
"1348","Campeche","General","2012","feb",153
"1349","Coahuila","General","2012","feb",1050
"1350","Colima","General","2012","feb",125
"1351","Chiapas","General","2012","feb",1006
"1352","Chihuahua","General","2012","feb",1645
"1353","Distrito Federal","General","2012","feb",2052
"1354","Durango","General","2012","feb",643
"1355","Guanajuato","General","2012","feb",1140
"1356","Guerrero","General","2012","feb",1008
"1357","Hidalgo","General","2012","feb",670
"1358","Jalisco","General","2012","feb",2868
"1359","Mexico","General","2012","feb",4268
"1360","Michoacan","General","2012","feb",827
"1361","Morelos","General","2012","feb",923
"1362","Nayarit","General","2012","feb",379
"1363","Nuevo Leon","General","2012","feb",1176
"1364","Oaxaca","General","2012","feb",966
"1365","Puebla","General","2012","feb",1299
"1366","Queretaro","General","2012","feb",444
"1367","Quintana Roo","General","2012","feb",283
"1368","San Luis Potosi","General","2012","feb",924
"1369","Sinaloa","General","2012","feb",1453
"1370","Sonora","General","2012","feb",912
"1371","Tabasco","General","2012","feb",786
"1372","Tamaulipas","General","2012","feb",1194
"1373","Tlaxcala","General","2012","feb",309
"1374","Veracruz","General","2012","feb",2205
"1375","Yucatan","General","2012","feb",375
"1376","Zacatecas","General","2012","feb",441
"1377","Aguscalientes","General","2013","feb",577
"1378","Baja California","General","2013","feb",1185
"1379","Baja California Sur","General","2013","feb",174
"1380","Campeche","General","2013","feb",128
"1381","Coahuila","General","2013","feb",959
"1382","Colima","General","2013","feb",107
"1383","Chiapas","General","2013","feb",996
"1384","Chihuahua","General","2013","feb",1234
"1385","Distrito Federal","General","2013","feb",2042
"1386","Durango","General","2013","feb",449
"1387","Guanajuato","General","2013","feb",1128
"1388","Guerrero","General","2013","feb",1232
"1389","Hidalgo","General","2013","feb",708
"1390","Jalisco","General","2013","feb",2400
"1391","Mexico","General","2013","feb",5078
"1392","Michoacan","General","2013","feb",1030
"1393","Morelos","General","2013","feb",882
"1394","Nayarit","General","2013","feb",335
"1395","Nuevo Leon","General","2013","feb",1179
"1396","Oaxaca","General","2013","feb",880
"1397","Puebla","General","2013","feb",1069
"1398","Queretaro","General","2013","feb",367
"1399","Quintana Roo","General","2013","feb",293
"1400","San Luis Potosi","General","2013","feb",875
"1401","Sinaloa","General","2013","feb",1452
"1402","Sonora","General","2013","feb",863
"1403","Tabasco","General","2013","feb",725
"1404","Tamaulipas","General","2013","feb",1238
"1405","Tlaxcala","General","2013","feb",351
"1406","Veracruz","General","2013","feb",2055
"1407","Yucatan","General","2013","feb",482
"1408","Zacatecas","General","2013","feb",298
"1409","Aguscalientes","Hombres","2003","feb",85
"1410","Baja California","Hombres","2003","feb",311
"1411","Baja California Sur","Hombres","2003","feb",56
"1412","Campeche","Hombres","2003","feb",86
"1413","Coahuila","Hombres","2003","feb",550
"1414","Colima","Hombres","2003","feb",39
"1415","Chiapas","Hombres","2003","feb",264
"1416","Chihuahua","Hombres","2003","feb",382
"1417","Distrito Federal","Hombres","2003","feb",1516
"1418","Durango","Hombres","2003","feb",344
"1419","Guanajuato","Hombres","2003","feb",511
"1420","Guerrero","Hombres","2003","feb",382
"1421","Hidalgo","Hombres","2003","feb",191
"1422","Jalisco","Hombres","2003","feb",867
"1423","Mexico","Hombres","2003","feb",1214
"1424","Michoacan","Hombres","2003","feb",320
"1425","Morelos","Hombres","2003","feb",281
"1426","Nayarit","Hombres","2003","feb",90
"1427","Nuevo Leon","Hombres","2003","feb",457
"1428","Oaxaca","Hombres","2003","feb",282
"1429","Puebla","Hombres","2003","feb",456
"1430","Queretaro","Hombres","2003","feb",126
"1431","Quintana Roo","Hombres","2003","feb",64
"1432","San Luis Potosi","Hombres","2003","feb",248
"1433","Sinaloa","Hombres","2003","feb",307
"1434","Sonora","Hombres","2003","feb",249
"1435","Tabasco","Hombres","2003","feb",194
"1436","Tamaulipas","Hombres","2003","feb",381
"1437","Tlaxcala","Hombres","2003","feb",97
"1438","Veracruz","Hombres","2003","feb",430
"1439","Yucatan","Hombres","2003","feb",212
"1440","Zacatecas","Hombres","2003","feb",140
"1441","Aguscalientes","Hombres","2004","feb",364
"1442","Baja California","Hombres","2004","feb",379
"1443","Baja California Sur","Hombres","2004","feb",95
"1444","Campeche","Hombres","2004","feb",55
"1445","Coahuila","Hombres","2004","feb",444
"1446","Colima","Hombres","2004","feb",53
"1447","Chiapas","Hombres","2004","feb",308
"1448","Chihuahua","Hombres","2004","feb",445
"1449","Distrito Federal","Hombres","2004","feb",1345
"1450","Durango","Hombres","2004","feb",362
"1451","Guanajuato","Hombres","2004","feb",599
"1452","Guerrero","Hombres","2004","feb",460
"1453","Hidalgo","Hombres","2004","feb",202
"1454","Jalisco","Hombres","2004","feb",1307
"1455","Mexico","Hombres","2004","feb",1381
"1456","Michoacan","Hombres","2004","feb",266
"1457","Morelos","Hombres","2004","feb",326
"1458","Nayarit","Hombres","2004","feb",159
"1459","Nuevo Leon","Hombres","2004","feb",388
"1460","Oaxaca","Hombres","2004","feb",267
"1461","Puebla","Hombres","2004","feb",630
"1462","Queretaro","Hombres","2004","feb",143
"1463","Quintana Roo","Hombres","2004","feb",39
"1464","San Luis Potosi","Hombres","2004","feb",430
"1465","Sinaloa","Hombres","2004","feb",390
"1466","Sonora","Hombres","2004","feb",352
"1467","Tabasco","Hombres","2004","feb",216
"1468","Tamaulipas","Hombres","2004","feb",443
"1469","Tlaxcala","Hombres","2004","feb",92
"1470","Veracruz","Hombres","2004","feb",443
"1471","Yucatan","Hombres","2004","feb",244
"1472","Zacatecas","Hombres","2004","feb",163
"1473","Aguscalientes","Hombres","2005","feb",140
"1474","Baja California","Hombres","2005","feb",411
"1475","Baja California Sur","Hombres","2005","feb",80
"1476","Campeche","Hombres","2005","feb",145
"1477","Coahuila","Hombres","2005","feb",484
"1478","Colima","Hombres","2005","feb",80
"1479","Chiapas","Hombres","2005","feb",501
"1480","Chihuahua","Hombres","2005","feb",357
"1481","Distrito Federal","Hombres","2005","feb",1329
"1482","Durango","Hombres","2005","feb",293
"1483","Guanajuato","Hombres","2005","feb",596
"1484","Guerrero","Hombres","2005","feb",392
"1485","Hidalgo","Hombres","2005","feb",205
"1486","Jalisco","Hombres","2005","feb",1224
"1487","Mexico","Hombres","2005","feb",1515
"1488","Michoacan","Hombres","2005","feb",294
"1489","Morelos","Hombres","2005","feb",254
"1490","Nayarit","Hombres","2005","feb",139
"1491","Nuevo Leon","Hombres","2005","feb",453
"1492","Oaxaca","Hombres","2005","feb",303
"1493","Puebla","Hombres","2005","feb",650
"1494","Queretaro","Hombres","2005","feb",134
"1495","Quintana Roo","Hombres","2005","feb",39
"1496","San Luis Potosi","Hombres","2005","feb",316
"1497","Sinaloa","Hombres","2005","feb",435
"1498","Sonora","Hombres","2005","feb",358
"1499","Tabasco","Hombres","2005","feb",220
"1500","Tamaulipas","Hombres","2005","feb",412
"1501","Tlaxcala","Hombres","2005","feb",76
"1502","Veracruz","Hombres","2005","feb",624
"1503","Yucatan","Hombres","2005","feb",233
"1504","Zacatecas","Hombres","2005","feb",125
"1505","Aguscalientes","Hombres","2006","feb",146
"1506","Baja California","Hombres","2006","feb",394
"1507","Baja California Sur","Hombres","2006","feb",77
"1508","Campeche","Hombres","2006","feb",68
"1509","Coahuila","Hombres","2006","feb",489
"1510","Colima","Hombres","2006","feb",69
"1511","Chiapas","Hombres","2006","feb",334
"1512","Chihuahua","Hombres","2006","feb",437
"1513","Distrito Federal","Hombres","2006","feb",1432
"1514","Durango","Hombres","2006","feb",310
"1515","Guanajuato","Hombres","2006","feb",609
"1516","Guerrero","Hombres","2006","feb",386
"1517","Hidalgo","Hombres","2006","feb",221
"1518","Jalisco","Hombres","2006","feb",1152
"1519","Mexico","Hombres","2006","feb",1522
"1520","Michoacan","Hombres","2006","feb",308
"1521","Morelos","Hombres","2006","feb",342
"1522","Nayarit","Hombres","2006","feb",136
"1523","Nuevo Leon","Hombres","2006","feb",489
"1524","Oaxaca","Hombres","2006","feb",385
"1525","Puebla","Hombres","2006","feb",540
"1526","Queretaro","Hombres","2006","feb",137
"1527","Quintana Roo","Hombres","2006","feb",39
"1528","San Luis Potosi","Hombres","2006","feb",317
"1529","Sinaloa","Hombres","2006","feb",418
"1530","Sonora","Hombres","2006","feb",229
"1531","Tabasco","Hombres","2006","feb",205
"1532","Tamaulipas","Hombres","2006","feb",351
"1533","Tlaxcala","Hombres","2006","feb",124
"1534","Veracruz","Hombres","2006","feb",489
"1535","Yucatan","Hombres","2006","feb",285
"1536","Zacatecas","Hombres","2006","feb",117
"1537","Aguscalientes","Hombres","2007","feb",152
"1538","Baja California","Hombres","2007","feb",414
"1539","Baja California Sur","Hombres","2007","feb",105
"1540","Campeche","Hombres","2007","feb",79
"1541","Coahuila","Hombres","2007","feb",458
"1542","Colima","Hombres","2007","feb",69
"1543","Chiapas","Hombres","2007","feb",410
"1544","Chihuahua","Hombres","2007","feb",481
"1545","Distrito Federal","Hombres","2007","feb",1332
"1546","Durango","Hombres","2007","feb",236
"1547","Guanajuato","Hombres","2007","feb",510
"1548","Guerrero","Hombres","2007","feb",388
"1549","Hidalgo","Hombres","2007","feb",192
"1550","Jalisco","Hombres","2007","feb",1112
"1551","Mexico","Hombres","2007","feb",1462
"1552","Michoacan","Hombres","2007","feb",425
"1553","Morelos","Hombres","2007","feb",383
"1554","Nayarit","Hombres","2007","feb",124
"1555","Nuevo Leon","Hombres","2007","feb",844
"1556","Oaxaca","Hombres","2007","feb",333
"1557","Puebla","Hombres","2007","feb",618
"1558","Queretaro","Hombres","2007","feb",109
"1559","Quintana Roo","Hombres","2007","feb",76
"1560","San Luis Potosi","Hombres","2007","feb",309
"1561","Sinaloa","Hombres","2007","feb",503
"1562","Sonora","Hombres","2007","feb",262
"1563","Tabasco","Hombres","2007","feb",227
"1564","Tamaulipas","Hombres","2007","feb",477
"1565","Tlaxcala","Hombres","2007","feb",120
"1566","Veracruz","Hombres","2007","feb",621
"1567","Yucatan","Hombres","2007","feb",272
"1568","Zacatecas","Hombres","2007","feb",123
"1569","Aguscalientes","Hombres","2008","feb",124
"1570","Baja California","Hombres","2008","feb",366
"1571","Baja California Sur","Hombres","2008","feb",89
"1572","Campeche","Hombres","2008","feb",39
"1573","Coahuila","Hombres","2008","feb",479
"1574","Colima","Hombres","2008","feb",73
"1575","Chiapas","Hombres","2008","feb",336
"1576","Chihuahua","Hombres","2008","feb",505
"1577","Distrito Federal","Hombres","2008","feb",1163
"1578","Durango","Hombres","2008","feb",215
"1579","Guanajuato","Hombres","2008","feb",533
"1580","Guerrero","Hombres","2008","feb",486
"1581","Hidalgo","Hombres","2008","feb",214
"1582","Jalisco","Hombres","2008","feb",1197
"1583","Mexico","Hombres","2008","feb",1642
"1584","Michoacan","Hombres","2008","feb",350
"1585","Morelos","Hombres","2008","feb",340
"1586","Nayarit","Hombres","2008","feb",135
"1587","Nuevo Leon","Hombres","2008","feb",594
"1588","Oaxaca","Hombres","2008","feb",353
"1589","Puebla","Hombres","2008","feb",574
"1590","Queretaro","Hombres","2008","feb",101
"1591","Quintana Roo","Hombres","2008","feb",81
"1592","San Luis Potosi","Hombres","2008","feb",328
"1593","Sinaloa","Hombres","2008","feb",535
"1594","Sonora","Hombres","2008","feb",299
"1595","Tabasco","Hombres","2008","feb",250
"1596","Tamaulipas","Hombres","2008","feb",362
"1597","Tlaxcala","Hombres","2008","feb",102
"1598","Veracruz","Hombres","2008","feb",638
"1599","Yucatan","Hombres","2008","feb",275
"1600","Zacatecas","Hombres","2008","feb",129
"1601","Aguscalientes","Hombres","2009","feb",148
"1602","Baja California","Hombres","2009","feb",411
"1603","Baja California Sur","Hombres","2009","feb",93
"1604","Campeche","Hombres","2009","feb",59
"1605","Coahuila","Hombres","2009","feb",529
"1606","Colima","Hombres","2009","feb",51
"1607","Chiapas","Hombres","2009","feb",405
"1608","Chihuahua","Hombres","2009","feb",654
"1609","Distrito Federal","Hombres","2009","feb",1346
"1610","Durango","Hombres","2009","feb",224
"1611","Guanajuato","Hombres","2009","feb",586
"1612","Guerrero","Hombres","2009","feb",439
"1613","Hidalgo","Hombres","2009","feb",214
"1614","Jalisco","Hombres","2009","feb",1151
"1615","Mexico","Hombres","2009","feb",1909
"1616","Michoacan","Hombres","2009","feb",491
"1617","Morelos","Hombres","2009","feb",387
"1618","Nayarit","Hombres","2009","feb",148
"1619","Nuevo Leon","Hombres","2009","feb",731
"1620","Oaxaca","Hombres","2009","feb",461
"1621","Puebla","Hombres","2009","feb",694
"1622","Queretaro","Hombres","2009","feb",145
"1623","Quintana Roo","Hombres","2009","feb",85
"1624","San Luis Potosi","Hombres","2009","feb",409
"1625","Sinaloa","Hombres","2009","feb",506
"1626","Sonora","Hombres","2009","feb",325
"1627","Tabasco","Hombres","2009","feb",249
"1628","Tamaulipas","Hombres","2009","feb",381
"1629","Tlaxcala","Hombres","2009","feb",164
"1630","Veracruz","Hombres","2009","feb",711
"1631","Yucatan","Hombres","2009","feb",323
"1632","Zacatecas","Hombres","2009","feb",147
"1633","Aguscalientes","Hombres","2010","feb",89
"1634","Baja California","Hombres","2010","feb",487
"1635","Baja California Sur","Hombres","2010","feb",85
"1636","Campeche","Hombres","2010","feb",74
"1637","Coahuila","Hombres","2010","feb",537
"1638","Colima","Hombres","2010","feb",61
"1639","Chiapas","Hombres","2010","feb",367
"1640","Chihuahua","Hombres","2010","feb",656
"1641","Distrito Federal","Hombres","2010","feb",1270
"1642","Durango","Hombres","2010","feb",271
"1643","Guanajuato","Hombres","2010","feb",577
"1644","Guerrero","Hombres","2010","feb",450
"1645","Hidalgo","Hombres","2010","feb",227
"1646","Jalisco","Hombres","2010","feb",1127
"1647","Mexico","Hombres","2010","feb",1873
"1648","Michoacan","Hombres","2010","feb",453
"1649","Morelos","Hombres","2010","feb",369
"1650","Nayarit","Hombres","2010","feb",119
"1651","Nuevo Leon","Hombres","2010","feb",661
"1652","Oaxaca","Hombres","2010","feb",423
"1653","Puebla","Hombres","2010","feb",587
"1654","Queretaro","Hombres","2010","feb",172
"1655","Quintana Roo","Hombres","2010","feb",109
"1656","San Luis Potosi","Hombres","2010","feb",396
"1657","Sinaloa","Hombres","2010","feb",409
"1658","Sonora","Hombres","2010","feb",334
"1659","Tabasco","Hombres","2010","feb",333
"1660","Tamaulipas","Hombres","2010","feb",595
"1661","Tlaxcala","Hombres","2010","feb",132
"1662","Veracruz","Hombres","2010","feb",823
"1663","Yucatan","Hombres","2010","feb",270
"1664","Zacatecas","Hombres","2010","feb",148
"1665","Aguscalientes","Hombres","2011","feb",281
"1666","Baja California","Hombres","2011","feb",600
"1667","Baja California Sur","Hombres","2011","feb",46
"1668","Campeche","Hombres","2011","feb",99
"1669","Coahuila","Hombres","2011","feb",341
"1670","Colima","Hombres","2011","feb",77
"1671","Chiapas","Hombres","2011","feb",388
"1672","Chihuahua","Hombres","2011","feb",579
"1673","Distrito Federal","Hombres","2011","feb",1286
"1674","Durango","Hombres","2011","feb",407
"1675","Guanajuato","Hombres","2011","feb",597
"1676","Guerrero","Hombres","2011","feb",459
"1677","Hidalgo","Hombres","2011","feb",215
"1678","Jalisco","Hombres","2011","feb",1152
"1679","Mexico","Hombres","2011","feb",1744
"1680","Michoacan","Hombres","2011","feb",489
"1681","Morelos","Hombres","2011","feb",429
"1682","Nayarit","Hombres","2011","feb",150
"1683","Nuevo Leon","Hombres","2011","feb",613
"1684","Oaxaca","Hombres","2011","feb",470
"1685","Puebla","Hombres","2011","feb",568
"1686","Queretaro","Hombres","2011","feb",167
"1687","Quintana Roo","Hombres","2011","feb",86
"1688","San Luis Potosi","Hombres","2011","feb",438
"1689","Sinaloa","Hombres","2011","feb",503
"1690","Sonora","Hombres","2011","feb",311
"1691","Tabasco","Hombres","2011","feb",286
"1692","Tamaulipas","Hombres","2011","feb",444
"1693","Tlaxcala","Hombres","2011","feb",135
"1694","Veracruz","Hombres","2011","feb",886
"1695","Yucatan","Hombres","2011","feb",280
"1696","Zacatecas","Hombres","2011","feb",188
"1697","Aguscalientes","Hombres","2012","feb",303
"1698","Baja California","Hombres","2012","feb",532
"1699","Baja California Sur","Hombres","2012","feb",84
"1700","Campeche","Hombres","2012","feb",58
"1701","Coahuila","Hombres","2012","feb",468
"1702","Colima","Hombres","2012","feb",62
"1703","Chiapas","Hombres","2012","feb",378
"1704","Chihuahua","Hombres","2012","feb",655
"1705","Distrito Federal","Hombres","2012","feb",916
"1706","Durango","Hombres","2012","feb",278
"1707","Guanajuato","Hombres","2012","feb",520
"1708","Guerrero","Hombres","2012","feb",414
"1709","Hidalgo","Hombres","2012","feb",245
"1710","Jalisco","Hombres","2012","feb",1233
"1711","Mexico","Hombres","2012","feb",1730
"1712","Michoacan","Hombres","2012","feb",370
"1713","Morelos","Hombres","2012","feb",400
"1714","Nayarit","Hombres","2012","feb",175
"1715","Nuevo Leon","Hombres","2012","feb",512
"1716","Oaxaca","Hombres","2012","feb",392
"1717","Puebla","Hombres","2012","feb",511
"1718","Queretaro","Hombres","2012","feb",192
"1719","Quintana Roo","Hombres","2012","feb",99
"1720","San Luis Potosi","Hombres","2012","feb",363
"1721","Sinaloa","Hombres","2012","feb",594
"1722","Sonora","Hombres","2012","feb",389
"1723","Tabasco","Hombres","2012","feb",332
"1724","Tamaulipas","Hombres","2012","feb",477
"1725","Tlaxcala","Hombres","2012","feb",131
"1726","Veracruz","Hombres","2012","feb",884
"1727","Yucatan","Hombres","2012","feb",168
"1728","Zacatecas","Hombres","2012","feb",173
"1729","Aguscalientes","Hombres","2013","feb",265
"1730","Baja California","Hombres","2013","feb",525
"1731","Baja California Sur","Hombres","2013","feb",85
"1732","Campeche","Hombres","2013","feb",46
"1733","Coahuila","Hombres","2013","feb",414
"1734","Colima","Hombres","2013","feb",56
"1735","Chiapas","Hombres","2013","feb",368
"1736","Chihuahua","Hombres","2013","feb",501
"1737","Distrito Federal","Hombres","2013","feb",903
"1738","Durango","Hombres","2013","feb",173
"1739","Guanajuato","Hombres","2013","feb",495
"1740","Guerrero","Hombres","2013","feb",448
"1741","Hidalgo","Hombres","2013","feb",250
"1742","Jalisco","Hombres","2013","feb",1029
"1743","Mexico","Hombres","2013","feb",2152
"1744","Michoacan","Hombres","2013","feb",432
"1745","Morelos","Hombres","2013","feb",375
"1746","Nayarit","Hombres","2013","feb",142
"1747","Nuevo Leon","Hombres","2013","feb",534
"1748","Oaxaca","Hombres","2013","feb",322
"1749","Puebla","Hombres","2013","feb",425
"1750","Queretaro","Hombres","2013","feb",151
"1751","Quintana Roo","Hombres","2013","feb",126
"1752","San Luis Potosi","Hombres","2013","feb",366
"1753","Sinaloa","Hombres","2013","feb",594
"1754","Sonora","Hombres","2013","feb",379
"1755","Tabasco","Hombres","2013","feb",282
"1756","Tamaulipas","Hombres","2013","feb",537
"1757","Tlaxcala","Hombres","2013","feb",153
"1758","Veracruz","Hombres","2013","feb",869
"1759","Yucatan","Hombres","2013","feb",192
"1760","Zacatecas","Hombres","2013","feb",123
"1761","Aguscalientes","Mujeres","2003","feb",106
"1762","Baja California","Mujeres","2003","feb",396
"1763","Baja California Sur","Mujeres","2003","feb",76
"1764","Campeche","Mujeres","2003","feb",141
"1765","Coahuila","Mujeres","2003","feb",670
"1766","Colima","Mujeres","2003","feb",63
"1767","Chiapas","Mujeres","2003","feb",512
"1768","Chihuahua","Mujeres","2003","feb",605
"1769","Distrito Federal","Mujeres","2003","feb",2367
"1770","Durango","Mujeres","2003","feb",534
"1771","Guanajuato","Mujeres","2003","feb",858
"1772","Guerrero","Mujeres","2003","feb",622
"1773","Hidalgo","Mujeres","2003","feb",336
"1774","Jalisco","Mujeres","2003","feb",1447
"1775","Mexico","Mujeres","2003","feb",1853
"1776","Michoacan","Mujeres","2003","feb",560
"1777","Morelos","Mujeres","2003","feb",385
"1778","Nayarit","Mujeres","2003","feb",189
"1779","Nuevo Leon","Mujeres","2003","feb",801
"1780","Oaxaca","Mujeres","2003","feb",409
"1781","Puebla","Mujeres","2003","feb",715
"1782","Queretaro","Mujeres","2003","feb",215
"1783","Quintana Roo","Mujeres","2003","feb",95
"1784","San Luis Potosi","Mujeres","2003","feb",445
"1785","Sinaloa","Mujeres","2003","feb",471
"1786","Sonora","Mujeres","2003","feb",379
"1787","Tabasco","Mujeres","2003","feb",346
"1788","Tamaulipas","Mujeres","2003","feb",573
"1789","Tlaxcala","Mujeres","2003","feb",175
"1790","Veracruz","Mujeres","2003","feb",840
"1791","Yucatan","Mujeres","2003","feb",356
"1792","Zacatecas","Mujeres","2003","feb",241
"1793","Aguscalientes","Mujeres","2004","feb",223
"1794","Baja California","Mujeres","2004","feb",555
"1795","Baja California Sur","Mujeres","2004","feb",148
"1796","Campeche","Mujeres","2004","feb",116
"1797","Coahuila","Mujeres","2004","feb",741
"1798","Colima","Mujeres","2004","feb",89
"1799","Chiapas","Mujeres","2004","feb",538
"1800","Chihuahua","Mujeres","2004","feb",783
"1801","Distrito Federal","Mujeres","2004","feb",2050
"1802","Durango","Mujeres","2004","feb",558
"1803","Guanajuato","Mujeres","2004","feb",971
"1804","Guerrero","Mujeres","2004","feb",769
"1805","Hidalgo","Mujeres","2004","feb",352
"1806","Jalisco","Mujeres","2004","feb",1988
"1807","Mexico","Mujeres","2004","feb",2102
"1808","Michoacan","Mujeres","2004","feb",407
"1809","Morelos","Mujeres","2004","feb",541
"1810","Nayarit","Mujeres","2004","feb",214
"1811","Nuevo Leon","Mujeres","2004","feb",624
"1812","Oaxaca","Mujeres","2004","feb",432
"1813","Puebla","Mujeres","2004","feb",920
"1814","Queretaro","Mujeres","2004","feb",255
"1815","Quintana Roo","Mujeres","2004","feb",79
"1816","San Luis Potosi","Mujeres","2004","feb",665
"1817","Sinaloa","Mujeres","2004","feb",584
"1818","Sonora","Mujeres","2004","feb",598
"1819","Tabasco","Mujeres","2004","feb",392
"1820","Tamaulipas","Mujeres","2004","feb",712
"1821","Tlaxcala","Mujeres","2004","feb",110
"1822","Veracruz","Mujeres","2004","feb",875
"1823","Yucatan","Mujeres","2004","feb",468
"1824","Zacatecas","Mujeres","2004","feb",187
"1825","Aguscalientes","Mujeres","2005","feb",246
"1826","Baja California","Mujeres","2005","feb",512
"1827","Baja California Sur","Mujeres","2005","feb",90
"1828","Campeche","Mujeres","2005","feb",249
"1829","Coahuila","Mujeres","2005","feb",790
"1830","Colima","Mujeres","2005","feb",127
"1831","Chiapas","Mujeres","2005","feb",856
"1832","Chihuahua","Mujeres","2005","feb",612
"1833","Distrito Federal","Mujeres","2005","feb",2067
"1834","Durango","Mujeres","2005","feb",558
"1835","Guanajuato","Mujeres","2005","feb",934
"1836","Guerrero","Mujeres","2005","feb",746
"1837","Hidalgo","Mujeres","2005","feb",322
"1838","Jalisco","Mujeres","2005","feb",1952
"1839","Mexico","Mujeres","2005","feb",2341
"1840","Michoacan","Mujeres","2005","feb",438
"1841","Morelos","Mujeres","2005","feb",441
"1842","Nayarit","Mujeres","2005","feb",190
"1843","Nuevo Leon","Mujeres","2005","feb",668
"1844","Oaxaca","Mujeres","2005","feb",570
"1845","Puebla","Mujeres","2005","feb",979
"1846","Queretaro","Mujeres","2005","feb",225
"1847","Quintana Roo","Mujeres","2005","feb",76
"1848","San Luis Potosi","Mujeres","2005","feb",563
"1849","Sinaloa","Mujeres","2005","feb",537
"1850","Sonora","Mujeres","2005","feb",630
"1851","Tabasco","Mujeres","2005","feb",353
"1852","Tamaulipas","Mujeres","2005","feb",644
"1853","Tlaxcala","Mujeres","2005","feb",137
"1854","Veracruz","Mujeres","2005","feb",1183
"1855","Yucatan","Mujeres","2005","feb",366
"1856","Zacatecas","Mujeres","2005","feb",199
"1857","Aguscalientes","Mujeres","2006","feb",259
"1858","Baja California","Mujeres","2006","feb",590
"1859","Baja California Sur","Mujeres","2006","feb",105
"1860","Campeche","Mujeres","2006","feb",170
"1861","Coahuila","Mujeres","2006","feb",743
"1862","Colima","Mujeres","2006","feb",89
"1863","Chiapas","Mujeres","2006","feb",593
"1864","Chihuahua","Mujeres","2006","feb",718
"1865","Distrito Federal","Mujeres","2006","feb",2003
"1866","Durango","Mujeres","2006","feb",502
"1867","Guanajuato","Mujeres","2006","feb",975
"1868","Guerrero","Mujeres","2006","feb",685
