"","estado","genero","fecha","fuente","casos"
"2202","Sonora","General","2005","issste",771
"2203","Tabasco","General","2005","issste",418
"2204","Tamaulipas","General","2005","issste",1155
"2205","Tlaxcala","General","2005","issste",506
"2206","Veracruz","General","2005","issste",615
"2207","Yucatan","General","2005","issste",1472
"2208","Zacatecas","General","2005","issste",349
"2209","Aguscalientes","General","2006","issste",113
"2210","Baja California","General","2006","issste",875
"2211","Baja California Sur","General","2006","issste",119
"2212","Campeche","General","2006","issste",307
"2213","Coahuila","General","2006","issste",4792
"2214","Colima","General","2006","issste",42
"2215","Chiapas","General","2006","issste",1788
"2216","Chihuahua","General","2006","issste",730
"2217","Distrito Federal","General","2006","issste",13975
"2218","Durango","General","2006","issste",3217
"2219","Guanajuato","General","2006","issste",1230
"2220","Guerrero","General","2006","issste",2184
"2221","Hidalgo","General","2006","issste",742
"2222","Jalisco","General","2006","issste",1790
"2223","Mexico","General","2006","issste",4511
"2224","Michoacan","General","2006","issste",2434
"2225","Morelos","General","2006","issste",3274
"2226","Nayarit","General","2006","issste",1153
"2227","Nuevo Leon","General","2006","issste",454
"2228","Oaxaca","General","2006","issste",2107
"2229","Puebla","General","2006","issste",2220
"2230","Queretaro","General","2006","issste",233
"2231","Quintana Roo","General","2006","issste",280
"2232","San Luis Potosi","General","2006","issste",988
"2233","Sinaloa","General","2006","issste",549
"2234","Sonora","General","2006","issste",415
"2235","Tabasco","General","2006","issste",440
"2236","Tamaulipas","General","2006","issste",1376
"2237","Tlaxcala","General","2006","issste",537
"2238","Veracruz","General","2006","issste",480
"2239","Yucatan","General","2006","issste",1175
"2240","Zacatecas","General","2006","issste",425
"2241","Aguscalientes","General","2007","issste",167
"2242","Baja California","General","2007","issste",576
"2243","Baja California Sur","General","2007","issste",266
"2244","Campeche","General","2007","issste",263
"2245","Coahuila","General","2007","issste",2925
"2246","Colima","General","2007","issste",37
"2247","Chiapas","General","2007","issste",2075
"2248","Chihuahua","General","2007","issste",743
"2249","Distrito Federal","General","2007","issste",11600
"2250","Durango","General","2007","issste",1789
"2251","Guanajuato","General","2007","issste",867
"2252","Guerrero","General","2007","issste",2188
"2253","Hidalgo","General","2007","issste",985
"2254","Jalisco","General","2007","issste",3021
"2255","Mexico","General","2007","issste",3333
"2256","Michoacan","General","2007","issste",4405
"2257","Morelos","General","2007","issste",3300
"2258","Nayarit","General","2007","issste",1307
"2259","Nuevo Leon","General","2007","issste",277
"2260","Oaxaca","General","2007","issste",2653
"2261","Puebla","General","2007","issste",2795
"2262","Queretaro","General","2007","issste",320
"2263","Quintana Roo","General","2007","issste",319
"2264","San Luis Potosi","General","2007","issste",843
"2265","Sinaloa","General","2007","issste",551
"2266","Sonora","General","2007","issste",588
"2267","Tabasco","General","2007","issste",487
"2268","Tamaulipas","General","2007","issste",1841
"2269","Tlaxcala","General","2007","issste",631
"2270","Veracruz","General","2007","issste",474
"2271","Yucatan","General","2007","issste",1037
"2272","Zacatecas","General","2007","issste",349
"2273","Aguscalientes","General","2008","issste",187
"2274","Baja California","General","2008","issste",545
"2275","Baja California Sur","General","2008","issste",215
"2276","Campeche","General","2008","issste",161
"2277","Coahuila","General","2008","issste",2142
"2278","Colima","General","2008","issste",32
"2279","Chiapas","General","2008","issste",2265
"2280","Chihuahua","General","2008","issste",690
"2281","Distrito Federal","General","2008","issste",10450
"2282","Durango","General","2008","issste",1258
"2283","Guanajuato","General","2008","issste",801
"2284","Guerrero","General","2008","issste",3171
"2285","Hidalgo","General","2008","issste",917
"2286","Jalisco","General","2008","issste",2671
"2287","Mexico","General","2008","issste",5351
"2288","Michoacan","General","2008","issste",4137
"2289","Morelos","General","2008","issste",3554
"2290","Nayarit","General","2008","issste",1141
"2291","Nuevo Leon","General","2008","issste",412
"2292","Oaxaca","General","2008","issste",1938
"2293","Puebla","General","2008","issste",3370
"2294","Queretaro","General","2008","issste",371
"2295","Quintana Roo","General","2008","issste",434
"2296","San Luis Potosi","General","2008","issste",1036
"2297","Sinaloa","General","2008","issste",597
"2298","Sonora","General","2008","issste",756
"2299","Tabasco","General","2008","issste",644
"2300","Tamaulipas","General","2008","issste",1497
"2301","Tlaxcala","General","2008","issste",787
"2302","Veracruz","General","2008","issste",757
"2303","Yucatan","General","2008","issste",1007
"2304","Zacatecas","General","2008","issste",349
"2305","Aguscalientes","General","2009","issste",373
"2306","Baja California","General","2009","issste",647
"2307","Baja California Sur","General","2009","issste",150
"2308","Campeche","General","2009","issste",229
"2309","Coahuila","General","2009","issste",1827
"2310","Colima","General","2009","issste",53
"2311","Chiapas","General","2009","issste",2303
"2312","Chihuahua","General","2009","issste",963
"2313","Distrito Federal","General","2009","issste",9402
"2314","Durango","General","2009","issste",1976
"2315","Guanajuato","General","2009","issste",606
"2316","Guerrero","General","2009","issste",3441
"2317","Hidalgo","General","2009","issste",1666
"2318","Jalisco","General","2009","issste",1243
"2319","Mexico","General","2009","issste",5050
"2320","Michoacan","General","2009","issste",4144
"2321","Morelos","General","2009","issste",3207
"2322","Nayarit","General","2009","issste",1287
"2323","Nuevo Leon","General","2009","issste",374
"2324","Oaxaca","General","2009","issste",2135
"2325","Puebla","General","2009","issste",4047
"2326","Queretaro","General","2009","issste",482
"2327","Quintana Roo","General","2009","issste",1139
"2328","San Luis Potosi","General","2009","issste",1683
"2329","Sinaloa","General","2009","issste",656
"2330","Sonora","General","2009","issste",800
"2331","Tabasco","General","2009","issste",995
"2332","Tamaulipas","General","2009","issste",1855
"2333","Tlaxcala","General","2009","issste",906
"2334","Veracruz","General","2009","issste",1635
"2335","Yucatan","General","2009","issste",1089
"2336","Zacatecas","General","2009","issste",277
"2337","Aguscalientes","General","2010","issste",311
"2338","Baja California","General","2010","issste",898
"2339","Baja California Sur","General","2010","issste",155
"2340","Campeche","General","2010","issste",288
"2341","Coahuila","General","2010","issste",2117
"2342","Colima","General","2010","issste",30
"2343","Chiapas","General","2010","issste",3015
"2344","Chihuahua","General","2010","issste",1062
"2345","Distrito Federal","General","2010","issste",9553
"2346","Durango","General","2010","issste",3210
"2347","Guanajuato","General","2010","issste",750
"2348","Guerrero","General","2010","issste",4142
"2349","Hidalgo","General","2010","issste",1081
"2350","Jalisco","General","2010","issste",3224
"2351","Mexico","General","2010","issste",6032
"2352","Michoacan","General","2010","issste",5496
"2353","Morelos","General","2010","issste",2299
"2354","Nayarit","General","2010","issste",1496
"2355","Nuevo Leon","General","2010","issste",606
"2356","Oaxaca","General","2010","issste",2768
"2357","Puebla","General","2010","issste",3690
"2358","Queretaro","General","2010","issste",589
"2359","Quintana Roo","General","2010","issste",682
"2360","San Luis Potosi","General","2010","issste",1816
"2361","Sinaloa","General","2010","issste",598
"2362","Sonora","General","2010","issste",833
"2363","Tabasco","General","2010","issste",794
"2364","Tamaulipas","General","2010","issste",4246
"2365","Tlaxcala","General","2010","issste",1163
"2366","Veracruz","General","2010","issste",2602
"2367","Yucatan","General","2010","issste",1397
"2368","Zacatecas","General","2010","issste",292
"2369","Aguscalientes","General","2011","issste",955
"2370","Baja California","General","2011","issste",963
"2371","Baja California Sur","General","2011","issste",126
"2372","Campeche","General","2011","issste",241
"2373","Coahuila","General","2011","issste",6510
"2374","Colima","General","2011","issste",20
"2375","Chiapas","General","2011","issste",3152
"2376","Chihuahua","General","2011","issste",1082
"2377","Distrito Federal","General","2011","issste",7820
"2378","Durango","General","2011","issste",3586
"2379","Guanajuato","General","2011","issste",999
"2380","Guerrero","General","2011","issste",3636
"2381","Hidalgo","General","2011","issste",1237
"2382","Jalisco","General","2011","issste",3824
"2383","Mexico","General","2011","issste",5961
"2384","Michoacan","General","2011","issste",3277
"2385","Morelos","General","2011","issste",4200
"2386","Nayarit","General","2011","issste",1486
"2387","Nuevo Leon","General","2011","issste",652
"2388","Oaxaca","General","2011","issste",2222
"2389","Puebla","General","2011","issste",2166
"2390","Queretaro","General","2011","issste",572
"2391","Quintana Roo","General","2011","issste",401
"2392","San Luis Potosi","General","2011","issste",1575
"2393","Sinaloa","General","2011","issste",654
"2394","Sonora","General","2011","issste",940
"2395","Tabasco","General","2011","issste",823
"2396","Tamaulipas","General","2011","issste",3734
"2397","Tlaxcala","General","2011","issste",877
"2398","Veracruz","General","2011","issste",3465
"2399","Yucatan","General","2011","issste",1038
"2400","Zacatecas","General","2011","issste",284
"2401","Aguscalientes","General","2012","issste",1661
"2402","Baja California","General","2012","issste",1017
"2403","Baja California Sur","General","2012","issste",204
"2404","Campeche","General","2012","issste",179
"2405","Coahuila","General","2012","issste",6390
"2406","Colima","General","2012","issste",8
"2407","Chiapas","General","2012","issste",2390
"2408","Chihuahua","General","2012","issste",1201
"2409","Distrito Federal","General","2012","issste",6655
"2410","Durango","General","2012","issste",2604
"2411","Guanajuato","General","2012","issste",898
"2412","Guerrero","General","2012","issste",2892
"2413","Hidalgo","General","2012","issste",1728
"2414","Jalisco","General","2012","issste",3723
"2415","Mexico","General","2012","issste",6919
"2416","Michoacan","General","2012","issste",3377
"2417","Morelos","General","2012","issste",2745
"2418","Nayarit","General","2012","issste",2064
"2419","Nuevo Leon","General","2012","issste",677
"2420","Oaxaca","General","2012","issste",3270
"2421","Puebla","General","2012","issste",1560
"2422","Queretaro","General","2012","issste",445
"2423","Quintana Roo","General","2012","issste",342
"2424","San Luis Potosi","General","2012","issste",1721
"2425","Sinaloa","General","2012","issste",795
"2426","Sonora","General","2012","issste",1022
"2427","Tabasco","General","2012","issste",983
"2428","Tamaulipas","General","2012","issste",3627
"2429","Tlaxcala","General","2012","issste",781
"2430","Veracruz","General","2012","issste",3551
"2431","Yucatan","General","2012","issste",1048
"2432","Zacatecas","General","2012","issste",235
"2433","Aguscalientes","General","2013","issste",1398
"2434","Baja California","General","2013","issste",1237
"2435","Baja California Sur","General","2013","issste",189
"2436","Campeche","General","2013","issste",261
"2437","Coahuila","General","2013","issste",2781
"2438","Colima","General","2013","issste",52
"2439","Chiapas","General","2013","issste",1842
"2440","Chihuahua","General","2013","issste",1125
"2441","Distrito Federal","General","2013","issste",6425
"2442","Durango","General","2013","issste",3155
"2443","Guanajuato","General","2013","issste",788
"2444","Guerrero","General","2013","issste",2299
"2445","Hidalgo","General","2013","issste",1266
"2446","Jalisco","General","2013","issste",3665
"2447","Mexico","General","2013","issste",6075
"2448","Michoacan","General","2013","issste",3884
"2449","Morelos","General","2013","issste",3838
"2450","Nayarit","General","2013","issste",1481
"2451","Nuevo Leon","General","2013","issste",405
"2452","Oaxaca","General","2013","issste",2115
"2453","Puebla","General","2013","issste",1072
"2454","Queretaro","General","2013","issste",275
"2455","Quintana Roo","General","2013","issste",358
"2456","San Luis Potosi","General","2013","issste",1946
"2457","Sinaloa","General","2013","issste",842
"2458","Sonora","General","2013","issste",1106
"2459","Tabasco","General","2013","issste",1040
"2460","Tamaulipas","General","2013","issste",3897
"2461","Tlaxcala","General","2013","issste",718
"2462","Veracruz","General","2013","issste",4568
"2463","Yucatan","General","2013","issste",1373
"2464","Zacatecas","General","2013","issste",290
"2465","Aguscalientes","Mujeres","2003","issste",326
"2466","Baja California","Mujeres","2003","issste",405
"2467","Baja California Sur","Mujeres","2003","issste",81
"2468","Campeche","Mujeres","2003","issste",126
"2469","Coahuila","Mujeres","2003","issste",2351
"2470","Colima","Mujeres","2003","issste",11
"2471","Chiapas","Mujeres","2003","issste",1281
"2472","Chihuahua","Mujeres","2003","issste",561
"2473","Distrito Federal","Mujeres","2003","issste",9793
"2474","Durango","Mujeres","2003","issste",1836
"2475","Guanajuato","Mujeres","2003","issste",396
"2476","Guerrero","Mujeres","2003","issste",2071
"2477","Hidalgo","Mujeres","2003","issste",248
"2478","Jalisco","Mujeres","2003","issste",436
"2479","Mexico","Mujeres","2003","issste",2932
"2480","Michoacan","Mujeres","2003","issste",1236
"2481","Morelos","Mujeres","2003","issste",1857
"2482","Nayarit","Mujeres","2003","issste",948
"2483","Nuevo Leon","Mujeres","2003","issste",462
"2484","Oaxaca","Mujeres","2003","issste",957
"2485","Puebla","Mujeres","2003","issste",1674
"2486","Queretaro","Mujeres","2003","issste",38
"2487","Quintana Roo","Mujeres","2003","issste",318
"2488","San Luis Potosi","Mujeres","2003","issste",752
"2489","Sinaloa","Mujeres","2003","issste",300
"2490","Sonora","Mujeres","2003","issste",4
"2491","Tabasco","Mujeres","2003","issste",589
"2492","Tamaulipas","Mujeres","2003","issste",910
"2493","Tlaxcala","Mujeres","2003","issste",219
"2494","Veracruz","Mujeres","2003","issste",405
"2495","Yucatan","Mujeres","2003","issste",314
"2496","Zacatecas","Mujeres","2003","issste",264
"2497","Aguscalientes","Mujeres","2004","issste",194
"2498","Baja California","Mujeres","2004","issste",351
"2499","Baja California Sur","Mujeres","2004","issste",172
"2500","Campeche","Mujeres","2004","issste",203
"2501","Coahuila","Mujeres","2004","issste",2624
"2502","Colima","Mujeres","2004","issste",27
"2503","Chiapas","Mujeres","2004","issste",898
"2504","Chihuahua","Mujeres","2004","issste",392
"2505","Distrito Federal","Mujeres","2004","issste",7546
"2506","Durango","Mujeres","2004","issste",1833
"2507","Guanajuato","Mujeres","2004","issste",590
"2508","Guerrero","Mujeres","2004","issste",2249
"2509","Hidalgo","Mujeres","2004","issste",266
"2510","Jalisco","Mujeres","2004","issste",574
"2511","Mexico","Mujeres","2004","issste",2930
"2512","Michoacan","Mujeres","2004","issste",730
"2513","Morelos","Mujeres","2004","issste",2175
"2514","Nayarit","Mujeres","2004","issste",988
"2515","Nuevo Leon","Mujeres","2004","issste",341
"2516","Oaxaca","Mujeres","2004","issste",1111
"2517","Puebla","Mujeres","2004","issste",1657
"2518","Queretaro","Mujeres","2004","issste",102
"2519","Quintana Roo","Mujeres","2004","issste",220
"2520","San Luis Potosi","Mujeres","2004","issste",580
"2521","Sinaloa","Mujeres","2004","issste",225
"2522","Sonora","Mujeres","2004","issste",156
"2523","Tabasco","Mujeres","2004","issste",175
"2524","Tamaulipas","Mujeres","2004","issste",830
"2525","Tlaxcala","Mujeres","2004","issste",225
"2526","Veracruz","Mujeres","2004","issste",404
"2527","Yucatan","Mujeres","2004","issste",295
"2528","Zacatecas","Mujeres","2004","issste",192
"2529","Aguscalientes","Mujeres","2005","issste",146
"2530","Baja California","Mujeres","2005","issste",315
"2531","Baja California Sur","Mujeres","2005","issste",88
"2532","Campeche","Mujeres","2005","issste",194
"2533","Coahuila","Mujeres","2005","issste",3124
"2534","Colima","Mujeres","2005","issste",23
"2535","Chiapas","Mujeres","2005","issste",1537
"2536","Chihuahua","Mujeres","2005","issste",310
"2537","Distrito Federal","Mujeres","2005","issste",7754
"2538","Durango","Mujeres","2005","issste",3110
"2539","Guanajuato","Mujeres","2005","issste",483
"2540","Guerrero","Mujeres","2005","issste",1522
"2541","Hidalgo","Mujeres","2005","issste",296
"2542","Jalisco","Mujeres","2005","issste",513
"2543","Mexico","Mujeres","2005","issste",2914
"2544","Michoacan","Mujeres","2005","issste",703
"2545","Morelos","Mujeres","2005","issste",1864
"2546","Nayarit","Mujeres","2005","issste",847
"2547","Nuevo Leon","Mujeres","2005","issste",262
"2548","Oaxaca","Mujeres","2005","issste",1059
"2549","Puebla","Mujeres","2005","issste",1674
"2550","Queretaro","Mujeres","2005","issste",98
"2551","Quintana Roo","Mujeres","2005","issste",263
"2552","San Luis Potosi","Mujeres","2005","issste",747
"2553","Sinaloa","Mujeres","2005","issste",288
"2554","Sonora","Mujeres","2005","issste",481
"2555","Tabasco","Mujeres","2005","issste",237
"2556","Tamaulipas","Mujeres","2005","issste",614
"2557","Tlaxcala","Mujeres","2005","issste",279
"2558","Veracruz","Mujeres","2005","issste",365
"2559","Yucatan","Mujeres","2005","issste",851
"2560","Zacatecas","Mujeres","2005","issste",202
"2561","Aguscalientes","Mujeres","2006","issste",51
"2562","Baja California","Mujeres","2006","issste",516
"2563","Baja California Sur","Mujeres","2006","issste",69
"2564","Campeche","Mujeres","2006","issste",178
"2565","Coahuila","Mujeres","2006","issste",2704
"2566","Colima","Mujeres","2006","issste",31
"2567","Chiapas","Mujeres","2006","issste",988
"2568","Chihuahua","Mujeres","2006","issste",394
"2569","Distrito Federal","Mujeres","2006","issste",8041
"2570","Durango","Mujeres","2006","issste",1765
"2571","Guanajuato","Mujeres","2006","issste",680
"2572","Guerrero","Mujeres","2006","issste",1214
"2573","Hidalgo","Mujeres","2006","issste",423
"2574","Jalisco","Mujeres","2006","issste",1052
"2575","Mexico","Mujeres","2006","issste",2554
"2576","Michoacan","Mujeres","2006","issste",1468
"2577","Morelos","Mujeres","2006","issste",1692
"2578","Nayarit","Mujeres","2006","issste",712
"2579","Nuevo Leon","Mujeres","2006","issste",237
"2580","Oaxaca","Mujeres","2006","issste",1122
"2581","Puebla","Mujeres","2006","issste",1280
"2582","Queretaro","Mujeres","2006","issste",119
"2583","Quintana Roo","Mujeres","2006","issste",128
"2584","San Luis Potosi","Mujeres","2006","issste",575
"2585","Sinaloa","Mujeres","2006","issste",322
"2586","Sonora","Mujeres","2006","issste",252
"2587","Tabasco","Mujeres","2006","issste",240
"2588","Tamaulipas","Mujeres","2006","issste",804
"2589","Tlaxcala","Mujeres","2006","issste",275
"2590","Veracruz","Mujeres","2006","issste",252
"2591","Yucatan","Mujeres","2006","issste",689
"2592","Zacatecas","Mujeres","2006","issste",230
"2593","Aguscalientes","Mujeres","2007","issste",95
"2594","Baja California","Mujeres","2007","issste",333
"2595","Baja California Sur","Mujeres","2007","issste",142
"2596","Campeche","Mujeres","2007","issste",159
"2597","Coahuila","Mujeres","2007","issste",1649
"2598","Colima","Mujeres","2007","issste",24
"2599","Chiapas","Mujeres","2007","issste",1162
"2600","Chihuahua","Mujeres","2007","issste",423
"2601","Distrito Federal","Mujeres","2007","issste",6668
"2602","Durango","Mujeres","2007","issste",977
"2603","Guanajuato","Mujeres","2007","issste",487
"2604","Guerrero","Mujeres","2007","issste",1177
"2605","Hidalgo","Mujeres","2007","issste",563
"2606","Jalisco","Mujeres","2007","issste",1774
"2607","Mexico","Mujeres","2007","issste",1875
"2608","Michoacan","Mujeres","2007","issste",2501
"2609","Morelos","Mujeres","2007","issste",1712
"2610","Nayarit","Mujeres","2007","issste",766
"2611","Nuevo Leon","Mujeres","2007","issste",160
"2612","Oaxaca","Mujeres","2007","issste",1425
"2613","Puebla","Mujeres","2007","issste",1583
"2614","Queretaro","Mujeres","2007","issste",176
"2615","Quintana Roo","Mujeres","2007","issste",190
"2616","San Luis Potosi","Mujeres","2007","issste",502
"2617","Sinaloa","Mujeres","2007","issste",289
"2618","Sonora","Mujeres","2007","issste",351
"2619","Tabasco","Mujeres","2007","issste",276
"2620","Tamaulipas","Mujeres","2007","issste",1092
"2621","Tlaxcala","Mujeres","2007","issste",336
"2622","Veracruz","Mujeres","2007","issste",259
"2623","Yucatan","Mujeres","2007","issste",588
"2624","Zacatecas","Mujeres","2007","issste",196
"2625","Aguscalientes","Mujeres","2008","issste",112
"2626","Baja California","Mujeres","2008","issste",307
"2627","Baja California Sur","Mujeres","2008","issste",117
"2628","Campeche","Mujeres","2008","issste",76
"2629","Coahuila","Mujeres","2008","issste",1204
"2630","Colima","Mujeres","2008","issste",14
"2631","Chiapas","Mujeres","2008","issste",1294
"2632","Chihuahua","Mujeres","2008","issste",376
"2633","Distrito Federal","Mujeres","2008","issste",6140
"2634","Durango","Mujeres","2008","issste",692
"2635","Guanajuato","Mujeres","2008","issste",461
"2636","Guerrero","Mujeres","2008","issste",1827
"2637","Hidalgo","Mujeres","2008","issste",482
"2638","Jalisco","Mujeres","2008","issste",1637
"2639","Mexico","Mujeres","2008","issste",3155
"2640","Michoacan","Mujeres","2008","issste",2353
"2641","Morelos","Mujeres","2008","issste",2013
"2642","Nayarit","Mujeres","2008","issste",683
"2643","Nuevo Leon","Mujeres","2008","issste",248
"2644","Oaxaca","Mujeres","2008","issste",1120
"2645","Puebla","Mujeres","2008","issste",1849
"2646","Queretaro","Mujeres","2008","issste",229
"2647","Quintana Roo","Mujeres","2008","issste",246
"2648","San Luis Potosi","Mujeres","2008","issste",617
"2649","Sinaloa","Mujeres","2008","issste",336
"2650","Sonora","Mujeres","2008","issste",476
"2651","Tabasco","Mujeres","2008","issste",334
"2652","Tamaulipas","Mujeres","2008","issste",916
"2653","Tlaxcala","Mujeres","2008","issste",440
"2654","Veracruz","Mujeres","2008","issste",461
"2655","Yucatan","Mujeres","2008","issste",557
"2656","Zacatecas","Mujeres","2008","issste",206
"2657","Aguscalientes","Mujeres","2009","issste",198
"2658","Baja California","Mujeres","2009","issste",362
"2659","Baja California Sur","Mujeres","2009","issste",80
"2660","Campeche","Mujeres","2009","issste",144
"2661","Coahuila","Mujeres","2009","issste",1072
"2662","Colima","Mujeres","2009","issste",30
"2663","Chiapas","Mujeres","2009","issste",1299
"2664","Chihuahua","Mujeres","2009","issste",571
"2665","Distrito Federal","Mujeres","2009","issste",5082
"2666","Durango","Mujeres","2009","issste",1141
"2667","Guanajuato","Mujeres","2009","issste",346
"2668","Guerrero","Mujeres","2009","issste",1944
"2669","Hidalgo","Mujeres","2009","issste",878
"2670","Jalisco","Mujeres","2009","issste",736
"2671","Mexico","Mujeres","2009","issste",2940
"2672","Michoacan","Mujeres","2009","issste",2246
"2673","Morelos","Mujeres","2009","issste",1640
"2674","Nayarit","Mujeres","2009","issste",753
"2675","Nuevo Leon","Mujeres","2009","issste",195
"2676","Oaxaca","Mujeres","2009","issste",1161
"2677","Puebla","Mujeres","2009","issste",2344
"2678","Queretaro","Mujeres","2009","issste",305
"2679","Quintana Roo","Mujeres","2009","issste",635
"2680","San Luis Potosi","Mujeres","2009","issste",972
"2681","Sinaloa","Mujeres","2009","issste",362
"2682","Sonora","Mujeres","2009","issste",508
"2683","Tabasco","Mujeres","2009","issste",529
"2684","Tamaulipas","Mujeres","2009","issste",1086
"2685","Tlaxcala","Mujeres","2009","issste",488
"2686","Veracruz","Mujeres","2009","issste",981
"2687","Yucatan","Mujeres","2009","issste",617
"2688","Zacatecas","Mujeres","2009","issste",132
"2689","Aguscalientes","Mujeres","2010","issste",175
"2690","Baja California","Mujeres","2010","issste",529
"2691","Baja California Sur","Mujeres","2010","issste",78
"2692","Campeche","Mujeres","2010","issste",151
"2693","Coahuila","Mujeres","2010","issste",1284
"2694","Colima","Mujeres","2010","issste",16
"2695","Chiapas","Mujeres","2010","issste",1871
"2696","Chihuahua","Mujeres","2010","issste",583
"2697","Distrito Federal","Mujeres","2010","issste",5377
"2698","Durango","Mujeres","2010","issste",1955
"2699","Guanajuato","Mujeres","2010","issste",408
"2700","Guerrero","Mujeres","2010","issste",2466
"2701","Hidalgo","Mujeres","2010","issste",590
"2702","Jalisco","Mujeres","2010","issste",1906
"2703","Mexico","Mujeres","2010","issste",3527
"2704","Michoacan","Mujeres","2010","issste",3051
"2705","Morelos","Mujeres","2010","issste",1211
"2706","Nayarit","Mujeres","2010","issste",874
"2707","Nuevo Leon","Mujeres","2010","issste",342
"2708","Oaxaca","Mujeres","2010","issste",1621
"2709","Puebla","Mujeres","2010","issste",2084
"2710","Queretaro","Mujeres","2010","issste",351
"2711","Quintana Roo","Mujeres","2010","issste",347
"2712","San Luis Potosi","Mujeres","2010","issste",991
"2713","Sinaloa","Mujeres","2010","issste",336
"2714","Sonora","Mujeres","2010","issste",491
"2715","Tabasco","Mujeres","2010","issste",440
"2716","Tamaulipas","Mujeres","2010","issste",2328
"2717","Tlaxcala","Mujeres","2010","issste",667
"2718","Veracruz","Mujeres","2010","issste",1588
"2719","Yucatan","Mujeres","2010","issste",836
"2720","Zacatecas","Mujeres","2010","issste",154
"2721","Aguscalientes","Mujeres","2011","issste",568
"2722","Baja California","Mujeres","2011","issste",553
"2723","Baja California Sur","Mujeres","2011","issste",70
"2724","Campeche","Mujeres","2011","issste",118
"2725","Coahuila","Mujeres","2011","issste",3539
"2726","Colima","Mujeres","2011","issste",9
"2727","Chiapas","Mujeres","2011","issste",1963
"2728","Chihuahua","Mujeres","2011","issste",640
"2729","Distrito Federal","Mujeres","2011","issste",4243
"2730","Durango","Mujeres","2011","issste",2147
"2731","Guanajuato","Mujeres","2011","issste",509
"2732","Guerrero","Mujeres","2011","issste",2089
"2733","Hidalgo","Mujeres","2011","issste",673
"2734","Jalisco","Mujeres","2011","issste",2219
"2735","Mexico","Mujeres","2011","issste",3464
"2736","Michoacan","Mujeres","2011","issste",1826
"2737","Morelos","Mujeres","2011","issste",1940
"2738","Nayarit","Mujeres","2011","issste",847
"2739","Nuevo Leon","Mujeres","2011","issste",374
"2740","Oaxaca","Mujeres","2011","issste",1284
"2741","Puebla","Mujeres","2011","issste",1324
"2742","Queretaro","Mujeres","2011","issste",359
"2743","Quintana Roo","Mujeres","2011","issste",209
"2744","San Luis Potosi","Mujeres","2011","issste",877
"2745","Sinaloa","Mujeres","2011","issste",367
"2746","Sonora","Mujeres","2011","issste",548
"2747","Tabasco","Mujeres","2011","issste",472
"2748","Tamaulipas","Mujeres","2011","issste",1972
"2749","Tlaxcala","Mujeres","2011","issste",474
"2750","Veracruz","Mujeres","2011","issste",2147
"2751","Yucatan","Mujeres","2011","issste",580
"2752","Zacatecas","Mujeres","2011","issste",155
"2753","Aguscalientes","Mujeres","2012","issste",961
"2754","Baja California","Mujeres","2012","issste",573
"2755","Baja California Sur","Mujeres","2012","issste",118
"2756","Campeche","Mujeres","2012","issste",104
"2757","Coahuila","Mujeres","2012","issste",3271
"2758","Colima","Mujeres","2012","issste",3
"2759","Chiapas","Mujeres","2012","issste",1456
"2760","Chihuahua","Mujeres","2012","issste",699
"2761","Distrito Federal","Mujeres","2012","issste",3654
"2762","Durango","Mujeres","2012","issste",1575
"2763","Guanajuato","Mujeres","2012","issste",471
"2764","Guerrero","Mujeres","2012","issste",1651
"2765","Hidalgo","Mujeres","2012","issste",1031
"2766","Jalisco","Mujeres","2012","issste",2083
"2767","Mexico","Mujeres","2012","issste",4141
"2768","Michoacan","Mujeres","2012","issste",1810
"2769","Morelos","Mujeres","2012","issste",1422
"2770","Nayarit","Mujeres","2012","issste",1221
"2771","Nuevo Leon","Mujeres","2012","issste",336
"2772","Oaxaca","Mujeres","2012","issste",1944
"2773","Puebla","Mujeres","2012","issste",971
"2774","Queretaro","Mujeres","2012","issste",256
"2775","Quintana Roo","Mujeres","2012","issste",163
"2776","San Luis Potosi","Mujeres","2012","issste",1010
"2777","Sinaloa","Mujeres","2012","issste",436
"2778","Sonora","Mujeres","2012","issste",547
"2779","Tabasco","Mujeres","2012","issste",540
"2780","Tamaulipas","Mujeres","2012","issste",1869
"2781","Tlaxcala","Mujeres","2012","issste",446
"2782","Veracruz","Mujeres","2012","issste",2140
"2783","Yucatan","Mujeres","2012","issste",549
"2784","Zacatecas","Mujeres","2012","issste",120
"2785","Aguscalientes","Mujeres","2013","issste",772
"2786","Baja California","Mujeres","2013","issste",681
"2787","Baja California Sur","Mujeres","2013","issste",106
"2788","Campeche","Mujeres","2013","issste",146
"2789","Coahuila","Mujeres","2013","issste",1499
"2790","Colima","Mujeres","2013","issste",28
"2791","Chiapas","Mujeres","2013","issste",1067
"2792","Chihuahua","Mujeres","2013","issste",678
"2793","Distrito Federal","Mujeres","2013","issste",3554
"2794","Durango","Mujeres","2013","issste",1564
"2795","Guanajuato","Mujeres","2013","issste",419
"2796","Guerrero","Mujeres","2013","issste",1326
"2797","Hidalgo","Mujeres","2013","issste",710
"2798","Jalisco","Mujeres","2013","issste",2035
"2799","Mexico","Mujeres","2013","issste",3335
"2800","Michoacan","Mujeres","2013","issste",2135
"2801","Morelos","Mujeres","2013","issste",2174
"2802","Nayarit","Mujeres","2013","issste",888
"2803","Nuevo Leon","Mujeres","2013","issste",235
"2804","Oaxaca","Mujeres","2013","issste",1217
"2805","Puebla","Mujeres","2013","issste",655
