"","estado","genero","fecha","edad","casos"
"2992","Michoacan","Mujeres","2008","5a9",1
"2993","Morelos","Mujeres","2008","5a9",5
"2994","Nayarit","Mujeres","2008","5a9",0
"2995","Nuevo Leon","Mujeres","2008","5a9",1
"2996","Oaxaca","Mujeres","2008","5a9",0
"2997","Puebla","Mujeres","2008","5a9",0
"2998","Queretaro","Mujeres","2008","5a9",0
"2999","Quintana Roo","Mujeres","2008","5a9",0
"3000","San Luis Potosi","Mujeres","2008","5a9",0
"3001","Sinaloa","Mujeres","2008","5a9",2
"3002","Sonora","Mujeres","2008","5a9",2
"3003","Tabasco","Mujeres","2008","5a9",2
"3004","Tamaulipas","Mujeres","2008","5a9",1
"3005","Tlaxcala","Mujeres","2008","5a9",0
"3006","Veracruz","Mujeres","2008","5a9",3
"3007","Yucatan","Mujeres","2008","5a9",0
"3008","Zacatecas","Mujeres","2008","5a9",0
"3009","Aguscalientes","Mujeres","2009","5a9",0
"3010","Baja California","Mujeres","2009","5a9",5
"3011","Baja California Sur","Mujeres","2009","5a9",0
"3012","Campeche","Mujeres","2009","5a9",0
"3013","Coahuila","Mujeres","2009","5a9",4
"3014","Colima","Mujeres","2009","5a9",0
"3015","Chiapas","Mujeres","2009","5a9",0
"3016","Chihuahua","Mujeres","2009","5a9",0
"3017","Distrito Federal","Mujeres","2009","5a9",0
"3018","Durango","Mujeres","2009","5a9",0
"3019","Guanajuato","Mujeres","2009","5a9",0
"3020","Guerrero","Mujeres","2009","5a9",4
"3021","Hidalgo","Mujeres","2009","5a9",1
"3022","Jalisco","Mujeres","2009","5a9",9
"3023","Mexico","Mujeres","2009","5a9",0
"3024","Michoacan","Mujeres","2009","5a9",0
"3025","Morelos","Mujeres","2009","5a9",4
"3026","Nayarit","Mujeres","2009","5a9",1
"3027","Nuevo Leon","Mujeres","2009","5a9",3
"3028","Oaxaca","Mujeres","2009","5a9",1
"3029","Puebla","Mujeres","2009","5a9",0
"3030","Queretaro","Mujeres","2009","5a9",1
"3031","Quintana Roo","Mujeres","2009","5a9",2
"3032","San Luis Potosi","Mujeres","2009","5a9",2
"3033","Sinaloa","Mujeres","2009","5a9",0
"3034","Sonora","Mujeres","2009","5a9",0
"3035","Tabasco","Mujeres","2009","5a9",3
"3036","Tamaulipas","Mujeres","2009","5a9",0
"3037","Tlaxcala","Mujeres","2009","5a9",0
"3038","Veracruz","Mujeres","2009","5a9",5
"3039","Yucatan","Mujeres","2009","5a9",0
"3040","Zacatecas","Mujeres","2009","5a9",0
"3041","Aguscalientes","Mujeres","2010","5a9",0
"3042","Baja California","Mujeres","2010","5a9",3
"3043","Baja California Sur","Mujeres","2010","5a9",0
"3044","Campeche","Mujeres","2010","5a9",1
"3045","Coahuila","Mujeres","2010","5a9",2
"3046","Colima","Mujeres","2010","5a9",0
"3047","Chiapas","Mujeres","2010","5a9",1
"3048","Chihuahua","Mujeres","2010","5a9",3
"3049","Distrito Federal","Mujeres","2010","5a9",5
"3050","Durango","Mujeres","2010","5a9",0
"3051","Guanajuato","Mujeres","2010","5a9",0
"3052","Guerrero","Mujeres","2010","5a9",0
"3053","Hidalgo","Mujeres","2010","5a9",2
"3054","Jalisco","Mujeres","2010","5a9",0
"3055","Mexico","Mujeres","2010","5a9",7
"3056","Michoacan","Mujeres","2010","5a9",0
"3057","Morelos","Mujeres","2010","5a9",2
"3058","Nayarit","Mujeres","2010","5a9",0
"3059","Nuevo Leon","Mujeres","2010","5a9",1
"3060","Oaxaca","Mujeres","2010","5a9",4
"3061","Puebla","Mujeres","2010","5a9",1
"3062","Queretaro","Mujeres","2010","5a9",0
"3063","Quintana Roo","Mujeres","2010","5a9",0
"3064","San Luis Potosi","Mujeres","2010","5a9",0
"3065","Sinaloa","Mujeres","2010","5a9",0
"3066","Sonora","Mujeres","2010","5a9",1
"3067","Tabasco","Mujeres","2010","5a9",1
"3068","Tamaulipas","Mujeres","2010","5a9",3
"3069","Tlaxcala","Mujeres","2010","5a9",1
"3070","Veracruz","Mujeres","2010","5a9",3
"3071","Yucatan","Mujeres","2010","5a9",0
"3072","Zacatecas","Mujeres","2010","5a9",0
"3073","Aguscalientes","Mujeres","2011","5a9",0
"3074","Baja California","Mujeres","2011","5a9",4
"3075","Baja California Sur","Mujeres","2011","5a9",0
"3076","Campeche","Mujeres","2011","5a9",0
"3077","Coahuila","Mujeres","2011","5a9",4
"3078","Colima","Mujeres","2011","5a9",0
"3079","Chiapas","Mujeres","2011","5a9",2
"3080","Chihuahua","Mujeres","2011","5a9",3
"3081","Distrito Federal","Mujeres","2011","5a9",3
"3082","Durango","Mujeres","2011","5a9",0
"3083","Guanajuato","Mujeres","2011","5a9",2
"3084","Guerrero","Mujeres","2011","5a9",3
"3085","Hidalgo","Mujeres","2011","5a9",1
"3086","Jalisco","Mujeres","2011","5a9",3
"3087","Mexico","Mujeres","2011","5a9",16
"3088","Michoacan","Mujeres","2011","5a9",4
"3089","Morelos","Mujeres","2011","5a9",11
"3090","Nayarit","Mujeres","2011","5a9",1
"3091","Nuevo Leon","Mujeres","2011","5a9",7
"3092","Oaxaca","Mujeres","2011","5a9",3
"3093","Puebla","Mujeres","2011","5a9",2
"3094","Queretaro","Mujeres","2011","5a9",0
"3095","Quintana Roo","Mujeres","2011","5a9",0
"3096","San Luis Potosi","Mujeres","2011","5a9",0
"3097","Sinaloa","Mujeres","2011","5a9",0
"3098","Sonora","Mujeres","2011","5a9",0
"3099","Tabasco","Mujeres","2011","5a9",4
"3100","Tamaulipas","Mujeres","2011","5a9",1
"3101","Tlaxcala","Mujeres","2011","5a9",1
"3102","Veracruz","Mujeres","2011","5a9",1
"3103","Yucatan","Mujeres","2011","5a9",0
"3104","Zacatecas","Mujeres","2011","5a9",1
"3105","Aguscalientes","Mujeres","2012","5a9",0
"3106","Baja California","Mujeres","2012","5a9",3
"3107","Baja California Sur","Mujeres","2012","5a9",0
"3108","Campeche","Mujeres","2012","5a9",1
"3109","Coahuila","Mujeres","2012","5a9",1
"3110","Colima","Mujeres","2012","5a9",0
"3111","Chiapas","Mujeres","2012","5a9",1
"3112","Chihuahua","Mujeres","2012","5a9",3
"3113","Distrito Federal","Mujeres","2012","5a9",2
"3114","Durango","Mujeres","2012","5a9",0
"3115","Guanajuato","Mujeres","2012","5a9",0
"3116","Guerrero","Mujeres","2012","5a9",4
"3117","Hidalgo","Mujeres","2012","5a9",0
"3118","Jalisco","Mujeres","2012","5a9",7
"3119","Mexico","Mujeres","2012","5a9",1
"3120","Michoacan","Mujeres","2012","5a9",0
"3121","Morelos","Mujeres","2012","5a9",2
"3122","Nayarit","Mujeres","2012","5a9",1
"3123","Nuevo Leon","Mujeres","2012","5a9",4
"3124","Oaxaca","Mujeres","2012","5a9",3
"3125","Puebla","Mujeres","2012","5a9",2
"3126","Queretaro","Mujeres","2012","5a9",0
"3127","Quintana Roo","Mujeres","2012","5a9",0
"3128","San Luis Potosi","Mujeres","2012","5a9",0
"3129","Sinaloa","Mujeres","2012","5a9",5
"3130","Sonora","Mujeres","2012","5a9",2
"3131","Tabasco","Mujeres","2012","5a9",2
"3132","Tamaulipas","Mujeres","2012","5a9",1
"3133","Tlaxcala","Mujeres","2012","5a9",0
"3134","Veracruz","Mujeres","2012","5a9",2
"3135","Yucatan","Mujeres","2012","5a9",2
"3136","Zacatecas","Mujeres","2012","5a9",0
"3169","Aguscalientes","General","2003","10a14",0
"3170","Baja California","General","2003","10a14",3
"3171","Baja California Sur","General","2003","10a14",0
"3172","Campeche","General","2003","10a14",2
"3173","Coahuila","General","2003","10a14",25
"3174","Colima","General","2003","10a14",0
"3175","Chiapas","General","2003","10a14",11
"3176","Chihuahua","General","2003","10a14",18
"3177","Distrito Federal","General","2003","10a14",6
"3178","Durango","General","2003","10a14",0
"3179","Guanajuato","General","2003","10a14",2
"3180","Guerrero","General","2003","10a14",9
"3181","Hidalgo","General","2003","10a14",3
"3182","Jalisco","General","2003","10a14",11
"3183","Mexico","General","2003","10a14",38
"3184","Michoacan","General","2003","10a14",2
"3185","Morelos","General","2003","10a14",0
"3186","Nayarit","General","2003","10a14",5
"3187","Nuevo Leon","General","2003","10a14",27
"3188","Oaxaca","General","2003","10a14",4
"3189","Puebla","General","2003","10a14",15
"3190","Queretaro","General","2003","10a14",0
"3191","Quintana Roo","General","2003","10a14",0
"3192","San Luis Potosi","General","2003","10a14",7
"3193","Sinaloa","General","2003","10a14",12
"3194","Sonora","General","2003","10a14",14
"3195","Tabasco","General","2003","10a14",6
"3196","Tamaulipas","General","2003","10a14",1
"3197","Tlaxcala","General","2003","10a14",0
"3198","Veracruz","General","2003","10a14",2
"3199","Yucatan","General","2003","10a14",1
"3200","Zacatecas","General","2003","10a14",0
"3201","Aguscalientes","General","2004","10a14",0
"3202","Baja California","General","2004","10a14",16
"3203","Baja California Sur","General","2004","10a14",5
"3204","Campeche","General","2004","10a14",0
"3205","Coahuila","General","2004","10a14",6
"3206","Colima","General","2004","10a14",0
"3207","Chiapas","General","2004","10a14",7
"3208","Chihuahua","General","2004","10a14",3
"3209","Distrito Federal","General","2004","10a14",2
"3210","Durango","General","2004","10a14",0
"3211","Guanajuato","General","2004","10a14",4
"3212","Guerrero","General","2004","10a14",1
"3213","Hidalgo","General","2004","10a14",0
"3214","Jalisco","General","2004","10a14",35
"3215","Mexico","General","2004","10a14",27
"3216","Michoacan","General","2004","10a14",8
"3217","Morelos","General","2004","10a14",1
"3218","Nayarit","General","2004","10a14",0
"3219","Nuevo Leon","General","2004","10a14",19
"3220","Oaxaca","General","2004","10a14",3
"3221","Puebla","General","2004","10a14",11
"3222","Queretaro","General","2004","10a14",1
"3223","Quintana Roo","General","2004","10a14",0
"3224","San Luis Potosi","General","2004","10a14",0
"3225","Sinaloa","General","2004","10a14",0
"3226","Sonora","General","2004","10a14",3
"3227","Tabasco","General","2004","10a14",11
"3228","Tamaulipas","General","2004","10a14",36
"3229","Tlaxcala","General","2004","10a14",1
"3230","Veracruz","General","2004","10a14",13
"3231","Yucatan","General","2004","10a14",3
"3232","Zacatecas","General","2004","10a14",0
"3233","Aguscalientes","General","2005","10a14",0
"3234","Baja California","General","2005","10a14",63
"3235","Baja California Sur","General","2005","10a14",0
"3236","Campeche","General","2005","10a14",4
"3237","Coahuila","General","2005","10a14",17
"3238","Colima","General","2005","10a14",0
"3239","Chiapas","General","2005","10a14",17
"3240","Chihuahua","General","2005","10a14",7
"3241","Distrito Federal","General","2005","10a14",3
"3242","Durango","General","2005","10a14",0
"3243","Guanajuato","General","2005","10a14",2
"3244","Guerrero","General","2005","10a14",2
"3245","Hidalgo","General","2005","10a14",0
"3246","Jalisco","General","2005","10a14",48
"3247","Mexico","General","2005","10a14",28
"3248","Michoacan","General","2005","10a14",6
"3249","Morelos","General","2005","10a14",2
"3250","Nayarit","General","2005","10a14",1
"3251","Nuevo Leon","General","2005","10a14",15
"3252","Oaxaca","General","2005","10a14",0
"3253","Puebla","General","2005","10a14",15
"3254","Queretaro","General","2005","10a14",0
"3255","Quintana Roo","General","2005","10a14",0
"3256","San Luis Potosi","General","2005","10a14",0
"3257","Sinaloa","General","2005","10a14",9
"3258","Sonora","General","2005","10a14",2
"3259","Tabasco","General","2005","10a14",8
"3260","Tamaulipas","General","2005","10a14",11
"3261","Tlaxcala","General","2005","10a14",2
"3262","Veracruz","General","2005","10a14",11
"3263","Yucatan","General","2005","10a14",11
"3264","Zacatecas","General","2005","10a14",0
"3265","Aguscalientes","General","2006","10a14",1
"3266","Baja California","General","2006","10a14",33
"3267","Baja California Sur","General","2006","10a14",2
"3268","Campeche","General","2006","10a14",2
"3269","Coahuila","General","2006","10a14",3
"3270","Colima","General","2006","10a14",0
"3271","Chiapas","General","2006","10a14",5
"3272","Chihuahua","General","2006","10a14",4
"3273","Distrito Federal","General","2006","10a14",6
"3274","Durango","General","2006","10a14",0
"3275","Guanajuato","General","2006","10a14",9
"3276","Guerrero","General","2006","10a14",4
"3277","Hidalgo","General","2006","10a14",2
"3278","Jalisco","General","2006","10a14",75
"3279","Mexico","General","2006","10a14",22
"3280","Michoacan","General","2006","10a14",7
"3281","Morelos","General","2006","10a14",1
"3282","Nayarit","General","2006","10a14",0
"3283","Nuevo Leon","General","2006","10a14",11
"3284","Oaxaca","General","2006","10a14",2
"3285","Puebla","General","2006","10a14",19
"3286","Queretaro","General","2006","10a14",0
"3287","Quintana Roo","General","2006","10a14",1
"3288","San Luis Potosi","General","2006","10a14",2
"3289","Sinaloa","General","2006","10a14",19
"3290","Sonora","General","2006","10a14",0
"3291","Tabasco","General","2006","10a14",3
"3292","Tamaulipas","General","2006","10a14",11
"3293","Tlaxcala","General","2006","10a14",1
"3294","Veracruz","General","2006","10a14",7
"3295","Yucatan","General","2006","10a14",14
"3296","Zacatecas","General","2006","10a14",1
"3297","Aguscalientes","General","2007","10a14",0
"3298","Baja California","General","2007","10a14",14
"3299","Baja California Sur","General","2007","10a14",2
"3300","Campeche","General","2007","10a14",0
"3301","Coahuila","General","2007","10a14",8
"3302","Colima","General","2007","10a14",0
"3303","Chiapas","General","2007","10a14",17
"3304","Chihuahua","General","2007","10a14",2
"3305","Distrito Federal","General","2007","10a14",1
"3306","Durango","General","2007","10a14",0
"3307","Guanajuato","General","2007","10a14",3
"3308","Guerrero","General","2007","10a14",3
"3309","Hidalgo","General","2007","10a14",1
"3310","Jalisco","General","2007","10a14",46
"3311","Mexico","General","2007","10a14",24
"3312","Michoacan","General","2007","10a14",11
"3313","Morelos","General","2007","10a14",0
"3314","Nayarit","General","2007","10a14",0
"3315","Nuevo Leon","General","2007","10a14",20
"3316","Oaxaca","General","2007","10a14",3
"3317","Puebla","General","2007","10a14",11
"3318","Queretaro","General","2007","10a14",0
"3319","Quintana Roo","General","2007","10a14",0
"3320","San Luis Potosi","General","2007","10a14",1
"3321","Sinaloa","General","2007","10a14",0
"3322","Sonora","General","2007","10a14",0
"3323","Tabasco","General","2007","10a14",12
"3324","Tamaulipas","General","2007","10a14",12
"3325","Tlaxcala","General","2007","10a14",3
"3326","Veracruz","General","2007","10a14",12
"3327","Yucatan","General","2007","10a14",7
"3328","Zacatecas","General","2007","10a14",0
"3329","Aguscalientes","General","2008","10a14",0
"3330","Baja California","General","2008","10a14",20
"3331","Baja California Sur","General","2008","10a14",4
"3332","Campeche","General","2008","10a14",7
"3333","Coahuila","General","2008","10a14",22
"3334","Colima","General","2008","10a14",0
"3335","Chiapas","General","2008","10a14",9
"3336","Chihuahua","General","2008","10a14",3
"3337","Distrito Federal","General","2008","10a14",4
"3338","Durango","General","2008","10a14",0
"3339","Guanajuato","General","2008","10a14",5
"3340","Guerrero","General","2008","10a14",4
"3341","Hidalgo","General","2008","10a14",1
"3342","Jalisco","General","2008","10a14",65
"3343","Mexico","General","2008","10a14",40
"3344","Michoacan","General","2008","10a14",1
"3345","Morelos","General","2008","10a14",5
"3346","Nayarit","General","2008","10a14",1
"3347","Nuevo Leon","General","2008","10a14",26
"3348","Oaxaca","General","2008","10a14",4
"3349","Puebla","General","2008","10a14",8
"3350","Queretaro","General","2008","10a14",0
"3351","Quintana Roo","General","2008","10a14",0
"3352","San Luis Potosi","General","2008","10a14",0
"3353","Sinaloa","General","2008","10a14",5
"3354","Sonora","General","2008","10a14",8
"3355","Tabasco","General","2008","10a14",8
"3356","Tamaulipas","General","2008","10a14",6
"3357","Tlaxcala","General","2008","10a14",0
"3358","Veracruz","General","2008","10a14",3
"3359","Yucatan","General","2008","10a14",1
"3360","Zacatecas","General","2008","10a14",0
"3361","Aguscalientes","General","2009","10a14",0
"3362","Baja California","General","2009","10a14",20
"3363","Baja California Sur","General","2009","10a14",2
"3364","Campeche","General","2009","10a14",1
"3365","Coahuila","General","2009","10a14",9
"3366","Colima","General","2009","10a14",0
"3367","Chiapas","General","2009","10a14",5
"3368","Chihuahua","General","2009","10a14",6
"3369","Distrito Federal","General","2009","10a14",3
"3370","Durango","General","2009","10a14",0
"3371","Guanajuato","General","2009","10a14",1
"3372","Guerrero","General","2009","10a14",3
"3373","Hidalgo","General","2009","10a14",6
"3374","Jalisco","General","2009","10a14",35
"3375","Mexico","General","2009","10a14",0
"3376","Michoacan","General","2009","10a14",4
"3377","Morelos","General","2009","10a14",18
"3378","Nayarit","General","2009","10a14",4
"3379","Nuevo Leon","General","2009","10a14",15
"3380","Oaxaca","General","2009","10a14",4
"3381","Puebla","General","2009","10a14",5
"3382","Queretaro","General","2009","10a14",0
"3383","Quintana Roo","General","2009","10a14",0
"3384","San Luis Potosi","General","2009","10a14",0
"3385","Sinaloa","General","2009","10a14",0
"3386","Sonora","General","2009","10a14",0
"3387","Tabasco","General","2009","10a14",6
"3388","Tamaulipas","General","2009","10a14",5
"3389","Tlaxcala","General","2009","10a14",4
"3390","Veracruz","General","2009","10a14",20
"3391","Yucatan","General","2009","10a14",0
"3392","Zacatecas","General","2009","10a14",0
"3393","Aguscalientes","General","2010","10a14",0
"3394","Baja California","General","2010","10a14",17
"3395","Baja California Sur","General","2010","10a14",2
"3396","Campeche","General","2010","10a14",0
"3397","Coahuila","General","2010","10a14",9
"3398","Colima","General","2010","10a14",0
"3399","Chiapas","General","2010","10a14",7
"3400","Chihuahua","General","2010","10a14",26
"3401","Distrito Federal","General","2010","10a14",19
"3402","Durango","General","2010","10a14",0
"3403","Guanajuato","General","2010","10a14",10
"3404","Guerrero","General","2010","10a14",3
"3405","Hidalgo","General","2010","10a14",4
"3406","Jalisco","General","2010","10a14",25
"3407","Mexico","General","2010","10a14",29
"3408","Michoacan","General","2010","10a14",0
"3409","Morelos","General","2010","10a14",19
"3410","Nayarit","General","2010","10a14",0
"3411","Nuevo Leon","General","2010","10a14",26
"3412","Oaxaca","General","2010","10a14",7
"3413","Puebla","General","2010","10a14",9
"3414","Queretaro","General","2010","10a14",0
"3415","Quintana Roo","General","2010","10a14",3
"3416","San Luis Potosi","General","2010","10a14",3
"3417","Sinaloa","General","2010","10a14",0
"3418","Sonora","General","2010","10a14",6
"3419","Tabasco","General","2010","10a14",4
"3420","Tamaulipas","General","2010","10a14",8
"3421","Tlaxcala","General","2010","10a14",0
"3422","Veracruz","General","2010","10a14",15
"3423","Yucatan","General","2010","10a14",0
"3424","Zacatecas","General","2010","10a14",0
"3425","Aguscalientes","General","2011","10a14",0
"3426","Baja California","General","2011","10a14",16
"3427","Baja California Sur","General","2011","10a14",2
"3428","Campeche","General","2011","10a14",6
"3429","Coahuila","General","2011","10a14",14
"3430","Colima","General","2011","10a14",0
"3431","Chiapas","General","2011","10a14",5
"3432","Chihuahua","General","2011","10a14",38
"3433","Distrito Federal","General","2011","10a14",29
"3434","Durango","General","2011","10a14",2
"3435","Guanajuato","General","2011","10a14",13
"3436","Guerrero","General","2011","10a14",22
"3437","Hidalgo","General","2011","10a14",2
"3438","Jalisco","General","2011","10a14",13
"3439","Mexico","General","2011","10a14",59
"3440","Michoacan","General","2011","10a14",3
"3441","Morelos","General","2011","10a14",33
"3442","Nayarit","General","2011","10a14",5
"3443","Nuevo Leon","General","2011","10a14",35
"3444","Oaxaca","General","2011","10a14",3
"3445","Puebla","General","2011","10a14",4
"3446","Queretaro","General","2011","10a14",0
"3447","Quintana Roo","General","2011","10a14",11
"3448","San Luis Potosi","General","2011","10a14",1
"3449","Sinaloa","General","2011","10a14",11
"3450","Sonora","General","2011","10a14",10
"3451","Tabasco","General","2011","10a14",8
"3452","Tamaulipas","General","2011","10a14",6
"3453","Tlaxcala","General","2011","10a14",1
"3454","Veracruz","General","2011","10a14",11
"3455","Yucatan","General","2011","10a14",0
"3456","Zacatecas","General","2011","10a14",0
"3457","Aguscalientes","General","2012","10a14",0
"3458","Baja California","General","2012","10a14",17
"3459","Baja California Sur","General","2012","10a14",2
"3460","Campeche","General","2012","10a14",5
"3461","Coahuila","General","2012","10a14",15
"3462","Colima","General","2012","10a14",0
"3463","Chiapas","General","2012","10a14",11
"3464","Chihuahua","General","2012","10a14",16
"3465","Distrito Federal","General","2012","10a14",22
"3466","Durango","General","2012","10a14",0
"3467","Guanajuato","General","2012","10a14",8
"3468","Guerrero","General","2012","10a14",8
"3469","Hidalgo","General","2012","10a14",7
"3470","Jalisco","General","2012","10a14",33
"3471","Mexico","General","2012","10a14",5
"3472","Michoacan","General","2012","10a14",0
"3473","Morelos","General","2012","10a14",19
"3474","Nayarit","General","2012","10a14",2
"3475","Nuevo Leon","General","2012","10a14",9
"3476","Oaxaca","General","2012","10a14",23
"3477","Puebla","General","2012","10a14",7
"3478","Queretaro","General","2012","10a14",0
"3479","Quintana Roo","General","2012","10a14",1
"3480","San Luis Potosi","General","2012","10a14",0
"3481","Sinaloa","General","2012","10a14",10
"3482","Sonora","General","2012","10a14",11
"3483","Tabasco","General","2012","10a14",8
"3484","Tamaulipas","General","2012","10a14",15
"3485","Tlaxcala","General","2012","10a14",4
"3486","Veracruz","General","2012","10a14",18
"3487","Yucatan","General","2012","10a14",18
"3488","Zacatecas","General","2012","10a14",0
"3489","Aguscalientes","General","2013","10a14",0
"3490","Baja California","General","2013","10a14",17
"3491","Baja California Sur","General","2013","10a14",0
"3492","Campeche","General","2013","10a14",0
"3493","Coahuila","General","2013","10a14",8
"3494","Colima","General","2013","10a14",1
"3495","Chiapas","General","2013","10a14",3
"3496","Chihuahua","General","2013","10a14",3
"3497","Distrito Federal","General","2013","10a14",3
"3498","Durango","General","2013","10a14",0
"3499","Guanajuato","General","2013","10a14",8
"3500","Guerrero","General","2013","10a14",3
"3501","Hidalgo","General","2013","10a14",6
"3502","Jalisco","General","2013","10a14",3
"3503","Mexico","General","2013","10a14",1
"3504","Michoacan","General","2013","10a14",0
"3505","Morelos","General","2013","10a14",136
"3506","Nayarit","General","2013","10a14",0
"3507","Nuevo Leon","General","2013","10a14",9
"3508","Oaxaca","General","2013","10a14",0
"3509","Puebla","General","2013","10a14",5
"3510","Queretaro","General","2013","10a14",1
"3511","Quintana Roo","General","2013","10a14",1
"3512","San Luis Potosi","General","2013","10a14",0
"3513","Sinaloa","General","2013","10a14",0
"3514","Sonora","General","2013","10a14",1
"3515","Tabasco","General","2013","10a14",3
"3516","Tamaulipas","General","2013","10a14",9
"3517","Tlaxcala","General","2013","10a14",1
"3518","Veracruz","General","2013","10a14",0
"3519","Yucatan","General","2013","10a14",2
"3520","Zacatecas","General","2013","10a14",0
"3521","Aguscalientes","Hombres","2003","10a14",0
"3522","Baja California","Hombres","2003","10a14",1
"3523","Baja California Sur","Hombres","2003","10a14",0
"3524","Campeche","Hombres","2003","10a14",0
"3525","Coahuila","Hombres","2003","10a14",11
"3526","Colima","Hombres","2003","10a14",0
"3527","Chiapas","Hombres","2003","10a14",5
"3528","Chihuahua","Hombres","2003","10a14",7
"3529","Distrito Federal","Hombres","2003","10a14",4
"3530","Durango","Hombres","2003","10a14",0
"3531","Guanajuato","Hombres","2003","10a14",0
"3532","Guerrero","Hombres","2003","10a14",3
"3533","Hidalgo","Hombres","2003","10a14",1
"3534","Jalisco","Hombres","2003","10a14",5
"3535","Mexico","Hombres","2003","10a14",20
"3536","Michoacan","Hombres","2003","10a14",1
"3537","Morelos","Hombres","2003","10a14",0
"3538","Nayarit","Hombres","2003","10a14",1
"3539","Nuevo Leon","Hombres","2003","10a14",10
"3540","Oaxaca","Hombres","2003","10a14",1
"3541","Puebla","Hombres","2003","10a14",4
"3542","Queretaro","Hombres","2003","10a14",0
"3543","Quintana Roo","Hombres","2003","10a14",0
"3544","San Luis Potosi","Hombres","2003","10a14",2
"3545","Sinaloa","Hombres","2003","10a14",2
"3546","Sonora","Hombres","2003","10a14",6
"3547","Tabasco","Hombres","2003","10a14",3
"3548","Tamaulipas","Hombres","2003","10a14",0
"3549","Tlaxcala","Hombres","2003","10a14",0
"3550","Veracruz","Hombres","2003","10a14",1
"3551","Yucatan","Hombres","2003","10a14",0
"3552","Zacatecas","Hombres","2003","10a14",0
"3553","Aguscalientes","Hombres","2004","10a14",0
"3554","Baja California","Hombres","2004","10a14",5
"3555","Baja California Sur","Hombres","2004","10a14",4
"3556","Campeche","Hombres","2004","10a14",0
"3557","Coahuila","Hombres","2004","10a14",4
"3558","Colima","Hombres","2004","10a14",0
"3559","Chiapas","Hombres","2004","10a14",4
"3560","Chihuahua","Hombres","2004","10a14",3
"3561","Distrito Federal","Hombres","2004","10a14",0
"3562","Durango","Hombres","2004","10a14",0
"3563","Guanajuato","Hombres","2004","10a14",1
"3564","Guerrero","Hombres","2004","10a14",0
"3565","Hidalgo","Hombres","2004","10a14",0
"3566","Jalisco","Hombres","2004","10a14",16
"3567","Mexico","Hombres","2004","10a14",8
"3568","Michoacan","Hombres","2004","10a14",1
"3569","Morelos","Hombres","2004","10a14",1
"3570","Nayarit","Hombres","2004","10a14",0
"3571","Nuevo Leon","Hombres","2004","10a14",5
"3572","Oaxaca","Hombres","2004","10a14",2
"3573","Puebla","Hombres","2004","10a14",3
"3574","Queretaro","Hombres","2004","10a14",1
"3575","Quintana Roo","Hombres","2004","10a14",0
"3576","San Luis Potosi","Hombres","2004","10a14",0
"3577","Sinaloa","Hombres","2004","10a14",0
"3578","Sonora","Hombres","2004","10a14",3
"3579","Tabasco","Hombres","2004","10a14",6
"3580","Tamaulipas","Hombres","2004","10a14",14
"3581","Tlaxcala","Hombres","2004","10a14",0
"3582","Veracruz","Hombres","2004","10a14",7
"3583","Yucatan","Hombres","2004","10a14",1
"3584","Zacatecas","Hombres","2004","10a14",0
"3585","Aguscalientes","Hombres","2005","10a14",0
"3586","Baja California","Hombres","2005","10a14",21
"3587","Baja California Sur","Hombres","2005","10a14",0
"3588","Campeche","Hombres","2005","10a14",1
"3589","Coahuila","Hombres","2005","10a14",9
"3590","Colima","Hombres","2005","10a14",0
"3591","Chiapas","Hombres","2005","10a14",6
"3592","Chihuahua","Hombres","2005","10a14",4
"3593","Distrito Federal","Hombres","2005","10a14",2
"3594","Durango","Hombres","2005","10a14",0
"3595","Guanajuato","Hombres","2005","10a14",2
"3596","Guerrero","Hombres","2005","10a14",1
"3597","Hidalgo","Hombres","2005","10a14",0
"3598","Jalisco","Hombres","2005","10a14",21
"3599","Mexico","Hombres","2005","10a14",11
"3600","Michoacan","Hombres","2005","10a14",4
"3601","Morelos","Hombres","2005","10a14",0
"3602","Nayarit","Hombres","2005","10a14",0
"3603","Nuevo Leon","Hombres","2005","10a14",8
"3604","Oaxaca","Hombres","2005","10a14",0
"3605","Puebla","Hombres","2005","10a14",5
"3606","Queretaro","Hombres","2005","10a14",0
"3607","Quintana Roo","Hombres","2005","10a14",0
"3608","San Luis Potosi","Hombres","2005","10a14",0
"3609","Sinaloa","Hombres","2005","10a14",3
"3610","Sonora","Hombres","2005","10a14",2
"3611","Tabasco","Hombres","2005","10a14",4
"3612","Tamaulipas","Hombres","2005","10a14",8
"3613","Tlaxcala","Hombres","2005","10a14",2
"3614","Veracruz","Hombres","2005","10a14",4
"3615","Yucatan","Hombres","2005","10a14",2
"3616","Zacatecas","Hombres","2005","10a14",0
"3617","Aguscalientes","Hombres","2006","10a14",1
"3618","Baja California","Hombres","2006","10a14",17
"3619","Baja California Sur","Hombres","2006","10a14",0
"3620","Campeche","Hombres","2006","10a14",2
"3621","Coahuila","Hombres","2006","10a14",1
"3622","Colima","Hombres","2006","10a14",0
"3623","Chiapas","Hombres","2006","10a14",3
"3624","Chihuahua","Hombres","2006","10a14",3
"3625","Distrito Federal","Hombres","2006","10a14",0
"3626","Durango","Hombres","2006","10a14",0
"3627","Guanajuato","Hombres","2006","10a14",4
"3628","Guerrero","Hombres","2006","10a14",0
"3629","Hidalgo","Hombres","2006","10a14",1
"3630","Jalisco","Hombres","2006","10a14",35
"3631","Mexico","Hombres","2006","10a14",7
"3632","Michoacan","Hombres","2006","10a14",2
